適用規格,調査名,調査目的,調査対象,ボーリング連番,経度_度,経度_分,経度_秒,緯度_度,緯度_分,緯度_秒,測地系,コード1次,コード2次,コード3次,発注機関名称,調査期間_終了年月日,調査会社_名称,孔口標高,総掘進長,柱状図様式,掘進角度,掘進方向,岩石土区分_下端深度,岩石土区分_岩石土名,岩石土区分_岩石群コード,岩石土区分_岩石土記号,岩石土区分_岩石,色調_下端深度,標準貫入試験_開始深度,標準貫入試験_合計打撃回数,標準貫入試験_合計貫入量,孔内水位_孔内水位,バージョン変換情報,調査期間_開始年月日,ハンマー落下用具_コード,色調_色調名,標準貫入試験_備考,岩石土区分_岩相,孔内水平載荷試験_試験深度,孔内水平載荷試験_試験方法コード,孔内水平載荷試験_初期圧,孔内水平載荷試験_変形係数,透水試験_上端深度,透水試験_下端深度,透水試験_試験コード,透水試験_透水係数,P波試験_上端深度,P波試験_速度,P波試験_下端深度,孔内水平載荷試験_降伏圧,事業工事名,ボーリング名,ボーリング総数,取得方法コード,読取精度コード,調査会社_主任技師,調査会社_現場代理人,調査会社_コア鑑定者,調査会社_ボーリング責任者,地盤勾配,試錐機_名称,試錐機_方法,エンジン_名称,ハンマー落下用具_名称,N値記録用具_コード,N値記録用具_名称,ポンプ_名称,観察記事_上端深度,観察記事_下端深度,観察記事_記事,標準貫入試験_0_10打撃回数,標準貫入試験_0_10貫入量,標準貫入試験_10_20打撃回数,標準貫入試験_10_20貫入量,標準貫入試験_20_30打撃回数,標準貫入試験_20_30貫入量,硬軟区分判定表_コード,硬軟区分判定表_記号,硬軟区分判定表_区分,硬軟区分判定表_説明,硬軟区分_下端深度,硬軟区分_硬軟区分,コア形状区分判定表_コード,コア形状区分判定表_記号,コア形状区分判定表_区分,コア形状区分判定表_説明,コア形状区分_下端深度,コア形状区分_コア形状区分,割れ目区分_下端深度,割れ目区分_割れ目区分,風化区分_下端深度,風化区分_風化区分,変質区分判定表_コード,変質区分判定表_記号,変質区分判定表_区分,変質区分判定表_説明,変質区分_下端深度,変質区分_変質区分,孔内水位_測定年月日,孔内水位_掘削状況コード,孔内水位_水位種別コード,掘削工程_測定年月日,掘削工程_掘進深度,掘削工程_ケーシング下端深度,孔径孔壁保護_下端深度,孔径孔壁保護_孔径,孔径孔壁保護_孔壁保護コード,掘進速度_下端深度,掘進速度_掘進速度,コアチューブビット_下端深度,コアチューブビット_コアチューブ名,コアチューブビット_ビット名,給圧条件_下端深度,給圧条件_給圧,回転数_下端深度,回転数_回転数,送水条件_下端深度,送水条件_送水圧,送水条件_送水量,送水条件_排水量,送水条件_送水種類コード,送水条件_送水種類,岩級区分判定表_項目名,岩級区分判定表_コード,岩級区分判定表_記号,岩級区分判定表_説明,岩級区分_下端深度,岩級区分_岩級区分,観察記事枠線_下端深度,相対密度稠度_下端深度,相対密度_コード,相対稠度_コード,割れ目区分判定表_コード,割れ目区分判定表_記号,割れ目区分判定表_説明,風化区分判定表_コード,風化区分判定表_記号,風化区分判定表_説明,孔内水位_掘削状況,孔内水位_水位種別備考,孔径孔壁保護_孔壁保護方法,コア採取率_下端深度,コア採取率_採取率,最大コア長_下端深度,最大コア長_コア長,RQD_下端深度,RQD_RQD,相対稠度_状態,断層破砕帯区分_上端深度,断層破砕帯区分_下端深度,断層破砕帯区分_性状コード,相対密度_状態,試料採取_上端深度,試料採取_下端深度,試料採取_試料番号,試料採取_採取方法コード,試錐機_能力,エンジン_能力,エンジン_単位,ポンプ_能力,ポンプ_単位,座標定義,座標,櫓種類コード,その他原位置試験_試験名,その他原位置試験_上端深度,その他原位置試験_下端深度,その他原位置試験_試験結果,地質時代_上端深度,地質時代_下端深度,地質時代_地質時代名,地質時代_形成年代上限,地質時代_形成年代下限,地層岩体区分_上端深度,地層岩体区分_下端深度,地層岩体区分_地層岩体名,孔径孔壁保護_孔壁保護実施理由,保孔管_下端深度,保孔管_種別コード,孔内水平載荷試験_載荷パターン,S波試験_上端深度,S波試験_下端深度,試料採取_試験名
JIS A 0206-2008,昭和５５年度２７号黒谷地区地質調査作作業,01,05,10,135,19,13.42,35,22,25.27,1,5335,02,45,国土交通省 近畿地方整備局 福知山河川国道事務所,1980-12,株式会社ダイヤコンサルタント,62.92,3,2,,0,3,岩盤,1,,999040001,3,,,,0.55,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,交通安全２７号遠敷橋側道橋設計業務,01,01,1,135,46,42.16,35,28,56.363,1,5335,16,72,国土交通省 近畿地方整備局 福井河川国道事務所,1989-06,株式会社構造設計研究所,18.18,20.45,1,,0,20.45,粘土混り礫質土,1,GF,531100000,20.45,20.15,32,30,4.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,赤黄褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ．Ｐ上野高架橋他地質調査業務,01,05,8,135,59,28.575,35,37,13.325,1,5335,37,49,国土交通省 近畿地方整備局 福井河川国道事務所,1998-11,株式会社国土開発センタ－,49.24,20.19,1,,0,20.19,シルト混り礫質土,1,GF,531100000,20.19,20.15,50,4,7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号奥麻生除雪拡巾地質調査作業,01,01,7,136,7,15.835,35,36,26.941,1,5336,30,29,国土交通省 近畿地方整備局 福井河川国道事務所,1987-09,株式会社エイコー技術コンサルタント,117.25,10,2,,0,10,軟岩・風化岩,1,SF,531200000,10,7,60,16,4.65,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号奥麻生除雪拡巾地質調査作業,01,01,1,136,7,15.835,35,36,26.941,1,5336,30,29,国土交通省 近畿地方整備局 福井河川国道事務所,1987-09,株式会社エイコー技術コンサルタント,107.61,9.4,2,,0,9.4,軟岩・風化岩,1,GF,531100000,9.4,7.4,99,30,2.85,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗褐,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路轟地区他地質調査業務,01,11,4,136,20,48.4,36,5,10.163,1,5436,12,07,国土交通省 近畿地方整備局 福井河川国道事務所,1998-12-00,中央復建コンサルタンツ株式会社,137.91,35,2,,0,35,軟岩・風化岩,1,M,532110000,35,28,99,18,26.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗青灰,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２７号鹿原地区外一件地質調査業務,01,01,3,135,22,1.792,35,28,34.431,1,5335,12,79,国土交通省 近畿地方整備局 福知山河川国道事務所,1999-10-00,株式会社関西土木技術センター,3.29,14.25,2,,0,14.25,岩盤,1,S,999040001,14.25,14.15,60,10,1.33,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,淡黄褐,,599200002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,三谷谷堰堤地質調査作業,09,06,6,136,30,18.875,35,53,38.656,1,5336,64,70,国土交通省 近畿地方整備局 福井河川国道事務所,1990-08-00,（株）日本パブリックエンジニアリング,411.34,5.5,2,,0,5.5,軟岩・風化岩,1,G,531111000,5.5,3,50,3,2.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路中津川地区地質調査業務,01,01,9,136,30,17.361,36,0,10.211,1,5436,04,00,国土交通省 近畿地方整備局 福井河川国道事務所,1999-11-00,川崎地質株式会社　関西支社,162.7,12.32,1,,0,12.32,砂質土,1,SF,531200000,12.32,12.15,60,17,1.62,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,3,褐灰,,599200003,,,,,4.5,5,01,0.0467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,野神高架橋地質調査作業,01,05,3,136,3,15.753,35,37,58.225,1,5336,30,54,国土交通省 近畿地方整備局 福井河川国道事務所,1986-03,基礎地盤コンサルタンツ株式会社,9.42,16.5,1,,0,16.5,礫,1,G,531111000,16.5,16.15,61,30,0.9,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,淡灰,貫入不能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国道８号長浜バイパス（近江町）地質調査その２,01,02,3,136,17,43.713,35,21,19.36,1,5336,02,23,国土交通省 近畿地方整備局 滋賀国道事務所,1977-12,基礎地盤コンサルタンツ株式会社,87.67,13.45,1,,0,13.45,礫,1,G,531111000,13.45,13.15,53,30,0.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,８号阿曽地区防災予備設計業務,01,01,2,136,5,53.327,35,43,38.29,1,5336,40,77,国土交通省 近畿地方整備局 福井河川国道事務所,1988-03-00,ジビル調査設計株式会社,7.11,12.5,1,,0,12.5,粘土質高有機質土(腐植土),1,G,531111000,12.5,8.45,50,10,7.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,高島バイパス（新旭町）土質調査,01,02,1,136,2,10.792,35,22,36.429,1,5336,00,52,国土交通省 近畿地方整備局 滋賀国道事務所,1979-07-00,株式会社ダイヤコンサルタント,85.21,10,1,,0,10,礫,1,G,531111000,10,9.65,51,30,0.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,三谷谷堰堤地質調査作業,09,06,8,136,30,19.275,35,53,55.855,1,5336,64,70,国土交通省 近畿地方整備局 福井河川国道事務所,1990-08,（株）日本パブリックエンジニアリング,416.51,4.5,2,30,45,4.5,軟岩・風化岩,1,GF,531100000,4.5,,,,4.5,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,9,灰褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,8号赤崎他5土質調査業務,01,13,0006,136,04,50.8000,35,41,50.5000,1,5336,40,36,国土交通省近畿地方整備局福井河川国道事務所,2006-03-30,株式会社 平和 I T C,9.85,13.09,2,0.00,,13.09,砂岩,1,Ss,111200002,13.09,13.00,50,9,8.35,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),2005-11-27,2,暗灰,貫入不能,599200001,,,,,,,,,,,,,,B3-1,10,02,1,宇野 義延,宇野 義延,三田村 一夫,杉村 俊明,45.00,YBM05型試錐機,2,YANMAR NFAD8,半自動型,2,野帳,YOSHIDA-SP-5A,10.15,13.09,亀裂は非常に多く、コアは岩片状主体である。\nコアは、ハンマーの軽打で割れる。\n所々で亀裂は密集しており、砂礫状となる。\n亀裂面は、茶褐色に酸化汚染している。\n所々黒色を呈する粘板岩を互層する。,50,9,27,5,4,10,015,E,極軟,マサ状、粘土状。,13.09,013,018,VIII,,コアの採取ができないもの。スライムも含む。(記事欄に理由を書く),13.09,014,13.09,012,13.09,013,014,4,強変質,構成鉱物、岩片等が変質鉱物で完全置換され、原岩組織を全く～殆ど残さないもの。,13.09,012,2006-03-08,2,12,2006-03-09,13.09,10.50,13.09,66,,13.00,60,13.09,CP,DC,13.09,10.0,13.09,180,13.09,0.0,10,10,2,清水,備考,960,D,破砕帯・粘土化帯でコア採取不可能なもの。,13.09,950,13.09,13.00,0,0,014,d,割れ目として認識できない角礫状、砂状、粘土状コア。,015,ε,強風化している。石英及び一部の長石を除きほとんど変質し原岩組織は失われている。,作業中,清水位、不圧,ケーシンク゛,13.00,100,13.00,10,13.00,10,,,,,,,,,,50,8,PS,50,l/min,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,九頭龍川ボーリング工事外１件工事,08,09,13,136,8,52.146,36,12,48.093,1,5436,21,51,国土交通省 近畿地方整備局 福井河川国道事務所,1965-12-00,日本工営株式会社,-0.30,2,2,,0,2,軟岩・風化岩,1,M,532110000,2,,,,0.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,9,黒灰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,杉津洞門地質調査作業,01,01,4,136,5,50.726,35,43,55.488,1,5336,40,77,国土交通省 近畿地方整備局 福井河川国道事務所,1980-01-00,株式会社田中地質コンサルタント,19.06,13,2,,0,13,岩盤,1,GF,999040001,13,12.9,55,10,6.9,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東ＢＰ山上地区地質調査業務,01,01,16,135,57,47.584,35,36,53.324,1,5335,37,37,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01,応用地質株式会社　福井支店,74.89,45,1,,0,45,岩盤,1,,999040001,45,8.15,60,8,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,3,橙褐,,,,,,,,,,,40.5,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,44,
JIS A 0206-2008,平成１２年度上若谷堰堤アンカー工試験業務,09,13,6,136,34,39.361,35,49,49.289,1,5336,54,96,国土交通省 近畿地方整備局 福井河川国道事務所,2000-06,日特建設株式会社北陸支店,556,10,1,,0,10,軟岩・風化岩,1,,,10,3.15,6,30,7.9,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,青灰褐班,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,福井バイパス測量ボーリング設計業務土質試験成積表,01,02,8,136,14,15.44,36,2,47.17,1,5436,01,59,国土交通省 近畿地方整備局 福井河川国道事務所,1965-11,株式会社修成建設コンサルタント,10.28,29.3,1,0,0,29.3,礫質土,1,GF,531100000,29.3,29,70,10,3.4,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,褐褐,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東Ｂ・Ｐ佐田トンネル他地質調査業務,01,04,4,135,59,50.272,35,37,46.421,1,5335,37,59,国土交通省 近畿地方整備局 福井河川国道事務所,1999-02-00,株式会社　帝国コンサルタント,78.42,32,2,,0,32,軟岩・風化岩,1,GF,531100000,32,30,50,9,14.7,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,暗褐灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,福井国道ボーリング工事,01,01,5,136,14,30.238,36,3,6.468,1,5436,01,69,国土交通省 近畿地方整備局 福井河川国道事務所,1967-02-00,サンコーコンサルタント株式会社,9.51,30.39,1,,0,30.39,砂質シルト,1,MS,532110020,30.39,30.15,49,20,0.3,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,9,暗灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,敦賀ＢＰ樫曲地区地質調査作業,01,04,11,136,5,5.54,35,39,24.318,1,5336,30,86,国土交通省 近畿地方整備局 福井河川国道事務所,1987-03-00,基礎地盤コンサルタンツ株式会社,46.54,16,2,,0,16,軟岩・風化岩,1,MR,999010003,16,2.15,34,30,16,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,美浜東ＢＰ山上地区地質調査業務,01,01,11,135,58,12.582,35,36,48.326,1,5335,37,37,国土交通省 近畿地方整備局 福井河川国道事務所,2000-01,応用地質株式会社　福井支店,39.32,14,1,,0,14,礫,1,G,531111000,14,14.15,60,2,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,橙褐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,敦賀Ｂ．Ｐ．１７工区地質調査作業,01,02,5,136,5,6.04,35,39,14.519,1,5336,30,86,国土交通省 近畿地方整備局 福井河川国道事務所,1985-09-00,基礎地盤コンサルタンツ株式会社,14.01,19.32,2,,0,19.32,軟岩・風化岩,1,S,531211000,19.32,19.15,60,17,1.2,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,4,淡青灰,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,賎ヶ岳地質調査その３工事,01,04,2,136,12,0.524,35,29,57.593,1,5336,11,96,国土交通省 近畿地方整備局 滋賀国道事務所,1967-08,株式会社応用地質調査事務所,108.08,34.32,1,,0,34.32,高有機質土(腐植土),1,M-O,532110005,34.32,34,14,31,0,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,２７号真倉計量所土質調査作業,14,01,4,135,19,12.917,35,23,40.661,1,5335,02,75,国土交通省 近畿地方整備局 福知山河川国道事務所,1983-09-00,川崎地質株式会社,38.15,11,2,,0,11,岩盤,1,G,999040001,11,11,60,30,6.4,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,国鉄第３伊佐川橋梁延長詳細設計に伴う地質調査,02,05,1,135,18,53.72,35,23,14.26,1,5335,02,65,国土交通省 近畿地方整備局 福知山河川国道事務所,,大和設計（株）,45.7,6.8,1,,0,6.8,岩盤,1,SF,999040001,6.8,4.65,50,8,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,599200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,和田地区地質及び測量作業,01,05,2,135,34,45.223,35,29,20.044,1,5335,14,86,国土交通省 近畿地方整備局 福井河川国道事務所,1981-11,有限会社ジビル調査設計,1.5,25.5,1,,0,25.5,砂利・礫混り粘性土,1,C,532100000,25.5,25.15,12,31,1.05,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,温見堰堤地質調査作業,09,01,3,136,27,11.4,35,50,6.276,1,5336,63,06,国土交通省 近畿地方整備局 福井河川国道事務所,1982-11-00,基礎地盤コンサルタンツ株式会社,566,34,2,276,45,34,岩盤,1,,999040001,34,,,,,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),0000-00-00,,,,,,,,,30,34,30,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIS A 0206-2008,永平寺大野道路吉峰トンネル計測機器設置業務,01,04,1,136,26,32.372,36,3,52.18,1,5436,03,75,国土交通省 近畿地方整備局 福井河川国道事務所,2000-03,?ニュージェック,245.66,111,1,,0,111,礫,1,G,531111000,111,13.55,41,30,77.8,2018/04/16 14:31 ver2.10→ver3.00 XML変換実施(ボーリングデータバージョン変換システム ver. 1.3),,4,暗紫灰,,599200003,63.7,01,2,60130.13,70,76,01,0.000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
